,title,title_count,title_split,levels,title_match,new_title,score
1476,mdm data architect,1,master data data architect,manager,"(data, 90)",data,90.0
1477,"md, head of efficiency and controls na",1,md efficiency controls,head,"(data science, 52)",data science,52.0
1478,md - head of data operations,1,md data operations,head,"(data, 90)",data,90.0
1479,master data manager / enterprise architect,1,master data enterprise architect,manager,"(data, 90)",data,90.0
1480,marketing research analyst,1,marketing research analyst,,"(data analyst, 86)",data analyst,86.0
1481,marketing manager emea,1,marketing emea,manager,"(information management, 51)",information management,51.0
1482,market data administrator,1,market data administrator,,"(data, 90)",data,90.0
1483,"managing director, strategic platform",1,strategic platform,managing director,"(data, 45)",data,45.0
1484,"managing director, niem program management office",1,niem program management office,managing director,"(data management, 86)",data management,86.0
1485,"managing director, marketing & product strategy",1,marketing product strategy,managing director,"(data, 45)",data,45.0
1486,"managing director, head group operations technology at ubs",1,group operations technology ubs,managing director head,"(data, 45)",data,45.0
1487,"managing director, equities, and ceo ubs mtf",1,equities chief officer ubs mtf,managing director executive,"(chief data officer, 86)",chief data officer,86.0
1488,"managing director, content at s&p capital iq",1,content capital iq,managing director,"(data scientist, 53)",data scientist,53.0
1489,managing director - financial systems,1,financial systems,managing director,"(analytics, 54)",analytics,54.0
1490,manages data management,1,manages data management,,"(data management, 90)",data management,90.0
1491,"manager, planning & strategy",1,planning strategy,manager,"(big data, 57)",big data,57.0
1492,"manager, operations strategy",1,operations strategy,manager,"(information architect, 55)",information architect,55.0
1493,"manager, metadata strategy and data quality framework",1,metadata strategy data quality framework,manager,"(data quality, 90)",data quality,90.0
1494,"manager, infrastructure",1,infrastructure,manager,"(information architect, 57)",information architect,57.0
1495,"manager, information services",1,information services,manager,"(data services, 86)",data services,86.0
1496,"manager, information security",1,information security,manager,"(information architect, 73)",information architect,73.0
1497,"manager, information mgmt office",1,information mgmt office,manager,"(chief information officer, 75)",chief information officer,75.0
1498,"manager, global master data management",1,global master data management,manager,"(data management, 90)",data management,90.0
1499,"manager, global data protection",1,global data protection,manager,"(data, 90)",data,90.0
1500,"manager, enterprise management",1,enterprise management,manager,"(data management, 76)",data management,76.0
1501,"manager, enterprise information management",1,enterprise information management,manager,"(information management, 90)",information management,90.0
1502,"manager, enterprise data governance",1,enterprise data governance,manager,"(data, 90)",data,90.0
1503,"manager, data management",1,data management,manager,"(data management, 100)",data management,100.0
1504,"manager, data governance program office",1,data governance program office,manager,"(data, 90)",data,90.0
1505,"manager, analytics coe",1,analytics coe,manager,"(analytics, 95)",analytics,95.0
1506,"manager, analytics",1,analytics,manager,"(analytics, 100)",analytics,100.0
1507,manager of it operations,1,operations,manager,"(information management, 63)",information management,63.0
1508,manager of it audit and compliance,1,audit compliance,manager,"(data science, 57)",data science,57.0
1509,"manager of data management, enterprise data governance",1,data management enterprise data governance,manager,"(data management, 90)",data management,90.0
1510,manager of data management,1,data management,manager,"(data management, 100)",data management,100.0
1511,manager of data governance,1,data governance,manager,"(data governance, 100)",data governance,100.0
1512,manager of data architecture,1,data architecture,manager,"(data architecture, 100)",data architecture,100.0
1513,manager is data governance process,1,data governance process,manager,"(data, 90)",data,90.0
1514,manager cris support,1,cris support,manager,"(decision support, 79)",decision support,79.0
1515,manager corporate solutions data governance americas region,1,corporate solutions data governance americas region,manager,"(data governance, 90)",data governance,90.0
1516,manager compliance and standards,1,compliance standards,manager,"(data standards, 74)",data standards,74.0
1517,manager compliance and audit,1,compliance audit,manager,"(data science, 54)",data science,54.0
1518,manager compliance,1,compliance,manager,"(business intelligence competency center, 54)",business intelligence competency center,54.0
1519,manager - data governance,1,data governance,manager,"(data governance, 100)",data governance,100.0
1520,manager - compliance & ethics,1,compliance ethics,manager,"(business intelligence competency center, 48)",business intelligence competency center,48.0
1521,manager - compliance,1,compliance,manager,"(business intelligence competency center, 54)",business intelligence competency center,54.0
1522,management and program analyst,1,management program analyst,,"(data management, 86)",data management,86.0
1523,log,1,log,,"(customer intelligence, 60)",customer intelligence,60.0
1524,librarian,1,librarian,,"(data, 45)",data,45.0
1525,"leader, data-as-a-service and 3rd party partnerships strategy",1,leader data service party partnerships strategy,,"(chief data officer, 86)",chief data officer,86.0
1526,leader technology controls and compliance,1,leader technology controls compliance,,"(data science, 45)",data science,45.0
1527,leader global delivery operations,1,leader global delivery operations,,"(information governance, 47)",information governance,47.0
1528,leader,1,leader,,"(data stewardship, 45)",data stewardship,45.0
1529,lead technical architect,1,lead technical architect,,"(data architect, 86)",data architect,86.0
1530,lead is compliance,1,lead compliance,,"(business intelligence competency center, 54)",business intelligence competency center,54.0
1531,lead enterprise data architect,1,lead enterprise data architect,,"(data, 90)",data,90.0
1532,lead enterprise architect,1,lead enterprise architect,,"(enterprise architect, 95)",enterprise architect,95.0
1533,lead data demand analyst,1,lead data demand analyst,,"(data, 90)",data,90.0
1534,lead data analyst,1,lead data analyst,,"(data analyst, 95)",data analyst,95.0
1535,lead business analyst/ dq analyst,1,lead business analyst dq analyst,,"(data analyst, 86)",data analyst,86.0
1536,lead associate - financial systems manager,1,lead financial systems,associate manager,"(data analyst, 53)",data analyst,53.0
1537,"lead architect, data architecture",1,lead architect data architecture,,"(architecture, 90)",architecture,90.0
1538,lead architect (eim),1,lead architect enterprise information management,,"(information management, 90)",information management,90.0
1539,lead application developer,1,lead application developer,,"(analytics, 50)",analytics,50.0
1540,kaunas university of technology,1,kaunas university technology,,"(analytics, 48)",analytics,48.0
1541,junioir research associate,1,junioir research,associate,"(enterprise architect, 50)",enterprise architect,50.0
1542,it specialist / program analyst,1,specialist program analyst,,"(data analyst, 86)",data analyst,86.0
1543,it sourcing / procurement,1,sourcing procurement,,"(information management, 48)",information management,48.0
1544,it service & product manager,1,service product,manager,"(data services, 67)",data services,67.0
1545,it senior project manager,1,project,senior manager,"(data protection officer, 77)",data protection officer,77.0
1546,it project specialist,1,project specialist,,"(data scientist, 50)",data scientist,50.0
1547,it project manager analytics,1,project analytics,manager,"(analytics, 90)",analytics,90.0
1548,it programme manager,1,programme,manager,"(data governance, 40)",data governance,40.0
1549,it pm leader,1,project leader,manager,"(data protection officer, 55)",data protection officer,55.0
1550,it mgr,1,,manager,,,0.0
1551,it manager - enterprise data architecture and data quality,1,enterprise data architecture data quality,manager,"(data quality, 90)",data quality,90.0
1552,it director cio -oci,1,chief investment officer oci,director,"(chief data officer, 86)",chief data officer,86.0
1553,it compliance specialist,1,compliance specialist,,"(data scientist, 47)",data scientist,47.0
1554,it business partner / transformative technology leader,1,business partner transformative technology leader,,"(business intelligence, 86)",business intelligence,86.0
1555,it business partner,1,business partner,,"(business intelligence process, 86)",business intelligence process,86.0
1556,it big data architecture lead,1,big data architecture lead,,"(data, 90)",data,90.0
1557,it auditor,1,auditor,,"(data, 45)",data,45.0
1558,it asset manager,1,asset,manager,"(data analyst, 54)",data analyst,54.0
1559,it apps data quality lead,1,apps data quality lead,,"(data, 90)",data,90.0
1560,it & portfolio manager,1,portfolio,manager,"(information management, 50)",information management,50.0
1561,it - lead data architect for harvard data warehouse,1,lead data architect harvard data warehouse,,"(data architect, 90)",data architect,90.0
1562,it,1,,,,,0.0
1563,iso,1,iso,,"(customer intelligence, 60)",customer intelligence,60.0
1564,is manager data governance,1,data governance,manager,"(data governance, 100)",data governance,100.0
1565,is governance contact - data steward lead,1,governance contact data steward lead,,"(data steward, 90)",data steward,90.0
1566,"ipug, fisd cossiom, executive committee",1,ipug fisd cossiom committee,executive,"(decision support, 45)",decision support,45.0
1567,ips,1,ips,,"(data stewardship, 60)",data stewardship,60.0
1568,instrument static and pricing manager,1,instrument static pricing,manager,"(big data, 54)",big data,54.0
1569,instrument it delivery leader,1,instrument delivery leader,,"(customer intelligence, 47)",customer intelligence,47.0
1570,information technology specialist,1,information technology specialist,,"(information management, 86)",information management,86.0
1571,information technology compliance manager,1,information technology compliance,manager,"(information management, 86)",information management,86.0
1572,information technology,1,information technology,,"(information architect, 70)",information architect,70.0
1573,information systems security manager,1,information systems security,manager,"(information architect, 66)",information architect,66.0
1574,"information management, manager",1,information management,manager,"(information management, 100)",information management,100.0
1575,information management manager,1,information management,manager,"(information management, 100)",information management,100.0
1576,information management associate,1,information management,associate,"(information management, 100)",information management,100.0
1577,inforamtion architect,1,inforamtion architect,,"(information architect, 95)",information architect,95.0
1578,indirect purchasing,1,indirect purchasing,,"(information architect, 45)",information architect,45.0
1579,immigration law analyst,1,immigration law analyst,,"(data analyst, 86)",data analyst,86.0
1580,ics solution architect,1,ics solution architect,,"(data architect, 86)",data architect,86.0
1581,hris/payroll director,1,hris payroll,director,"(enterprise architect, 45)",enterprise architect,45.0
1582,hotitem dg consultant,1,hotitem data governance consultant,,"(data governance, 90)",data governance,90.0
1583,health & safety compliance manager,1,health safety compliance,manager,"(data science, 50)",data science,50.0
1584,"head, data management & reconciliations",1,data management reconciliations,head,"(data management, 90)",data management,90.0
1585,head process excellence and project management - wealth management operations,1,process excellence project management wealth management operations,head,"(data management, 86)",data management,86.0
1586,"head of worldwide medical contact, content and insight",1,worldwide medical contact content insight,head,"(data scientist, 51)",data scientist,51.0
1587,"head of strategy and innovation, corporate and institutional banking",1,strategy innovation corporate institutional banking,head,"(information governance, 55)",information governance,55.0
1588,"head of strategy and architecture, standards",1,strategy architecture standards,head,"(architecture, 90)",architecture,90.0
1589,head of strategic relationship group - client management australia,1,strategic relationship group client management australia,head,"(data management, 86)",data management,86.0
1590,head of securities & treasury market,1,securities treasury market,head,"(data services, 53)",data services,53.0
1591,head of risk reporting,1,risk reporting,head,"(decision support, 47)",decision support,47.0
1592,head of risk it and chief data officer,1,risk chief data officer,head,"(chief data officer, 95)",chief data officer,95.0
1593,head of regulatory management,1,regulatory management,head,"(data management, 76)",data management,76.0
1594,head of reference data integration and adoptions,1,reference data integration adoptions,head,"(chief data officer, 86)",chief data officer,86.0
1595,head of pmo,1,pmo,head,"(data protection officer, 60)",data protection officer,60.0
1596,"head of performance, planning and governance",1,performance planning governance,head,"(data governance, 86)",data governance,86.0
1597,head of performance & evaluation,1,performance evaluation,head,"(data governance, 47)",data governance,47.0
1598,head of operations and compliance officer,1,operations compliance officer,head,"(chief data officer, 86)",chief data officer,86.0
1599,head of operations,1,operations,head,"(information management, 63)",information management,63.0
1600,head of market data,1,market data,head,"(data, 90)",data,90.0
1601,head of legal entity data,1,legal entity data,head,"(data, 90)",data,90.0
1602,head of it integration services,1,integration services,head,"(data services, 86)",data services,86.0
1603,head of it infrastructure,1,infrastructure,head,"(information architect, 57)",information architect,57.0
1604,"head of it financial security, data retention program at crdit agricole corporate and investment ba",1,financial security data retention program cr agricole corporate investment business analyst,head,"(chief data officer, 86)",chief data officer,86.0
1605,"head of it cash, cards and accounts",1,cash cards accounts,head,"(data, 45)",data,45.0
1606,head of information management,1,information management,head,"(information management, 100)",information management,100.0
1607,head of global sales analytics,1,global sales analytics,head,"(analytics, 90)",analytics,90.0
1608,head of forecasts and network intelligence,1,forecasts network intelligence,head,"(customer intelligence, 71)",customer intelligence,71.0
1609,head of financial services,1,financial services,head,"(data services, 72)",data services,72.0
1610,"head of enterprise transformation - regulatory compliance, risk management, accounting and finance",1,enterprise transformation regulatory compliance risk management accounting finance,head,"(data management, 86)",data management,86.0
1611,head of data quality,1,data quality,head,"(data quality, 100)",data quality,100.0
1612,head of data management and derivative support,1,data management derivative support,head,"(data management, 90)",data management,90.0
1613,head of data domains,1,data domains,head,"(data, 90)",data,90.0
1614,head of data and business insight,1,data business insight,head,"(data, 90)",data,90.0
1615,head of data & business insight,1,data business insight,head,"(data, 90)",data,90.0
1616,head of data,1,data,head,"(data, 100)",data,100.0
1617,"head of client data, data services group",1,client data data services group,head,"(data, 90)",data,90.0
1618,"head of client and regulatory data, cb data & business services",1,client regulatory data cb data business services,head,"(chief data officer, 86)",chief data officer,86.0
1619,head of capital markets,1,capital markets,head,"(data architect, 55)",data architect,55.0
1620,head of business intelligence & analytics,1,business intelligence analytics,head,"(business intelligence, 95)",business intelligence,95.0
1621,head of business data architecture,1,business data architecture,head,"(data, 90)",data,90.0
1622,head of architecture and tools,1,architecture tools,head,"(architecture, 90)",architecture,90.0
1623,hd of data governance/management,1,hd data governance management,,"(data, 90)",data,90.0
1624,"group technology, pmda",1,group technology pmda,,"(data, 64)",data,64.0
1625,group procurement,1,group procurement,,"(decision support, 42)",decision support,42.0
1626,group operations retail banking,1,group operations retail banking,,"(data, 45)",data,45.0
1627,group manager,1,group,manager,"(data governance, 36)",data governance,36.0
1628,group head of data governance,1,group data governance,head,"(data governance, 95)",data governance,95.0
1629,group data services,1,group data services,,"(data services, 95)",data services,95.0
1630,gouvernance et architecture des données,1,gouvernance architecture donn,,"(architecture, 90)",architecture,90.0
1631,global strategy metadata leader,1,global strategy metadata leader,,"(data, 90)",data,90.0
1632,global sourcing,1,global sourcing,,"(data science, 44)",data science,44.0
1633,global solutions specialist,1,global solutions specialist,,"(data scientist, 45)",data scientist,45.0
1634,global leader - data innovation,1,global leader data innovation,,"(data, 90)",data,90.0
1635,global lead - data architecture,1,global lead data architecture,,"(data, 90)",data,90.0
1636,global it procurement,1,global procurement,,"(architecture, 45)",architecture,45.0
1637,global information & business solutions,1,global information business solutions,,"(information management, 86)",information management,86.0
1638,global ihc coordinator for risk-im,1,global ihc coordinator risk,,"(data services, 49)",data services,49.0
1639,global head of fixed income analytics & data management,1,global fixed income analytics data management,head,"(data management, 90)",data management,90.0
1640,global head of enterprise data governance,1,global enterprise data governance,head,"(data governance, 90)",data governance,90.0
1641,global head of data management group,1,global data management group,head,"(data management, 90)",data management,90.0
1642,global head of data delivery,1,global data delivery,head,"(data, 90)",data,90.0
1643,global head of data,1,global data,head,"(data, 90)",data,90.0
1644,"global head of client onboarding, transitions & reviews",1,global client onboarding transitions reviews,head,"(big data, 57)",big data,57.0
1645,global data leader,1,global data leader,,"(data, 90)",data,90.0
1646,global data governance lead,1,global data governance lead,,"(data, 90)",data,90.0
1647,geospatial analyst,1,geospatial analyst,,"(data analyst, 86)",data analyst,86.0
1648,general council,1,general council,,"(customer intelligence, 42)",customer intelligence,42.0
1649,fund data management,1,fund data management,,"(data management, 95)",data management,95.0
1650,fs risk and finance change,1,fs risk finance change,,"(information governance, 48)",information governance,48.0
1651,frds it,1,frds,,"(data stewardship, 68)",data stewardship,68.0
1652,firm analytics,1,firm analytics,,"(analytics, 90)",analytics,90.0
1653,financial systems analyst,1,financial systems analyst,,"(data analyst, 86)",data analyst,86.0
1654,financial analyst,1,financial analyst,,"(data analyst, 70)",data analyst,70.0
1655,external contractor | on behalf of amos business transformation,1,external contractor behalf amos business transformation,,"(business intelligence, 86)",business intelligence,86.0
1656,"executive director, operational analytics",1,operational analytics,executive director,"(analytics, 90)",analytics,90.0
1657,"executive director, enterprise architecture",1,enterprise architecture,executive director,"(enterprise architect, 93)",enterprise architect,93.0
1658,"executive director, chief data officer",1,chief data officer,executive director,"(chief data officer, 100)",chief data officer,100.0
1659,executive director of enterprise data management,1,enterprise data management,executive director,"(data management, 90)",data management,90.0
1660,executive director and head of r&d operations it,1,operations,executive director head,"(information management, 63)",information management,63.0
1661,executive director - foreign bank enhanced prudential standards data governance stream lead,1,foreign bank enhanced prudential standards data governance stream lead,executive director,"(data governance, 90)",data governance,90.0
1662,executive assistant to ocio/iseo,1,ocio iseo,executive assistant,"(data protection officer, 50)",data protection officer,50.0
1663,eu field medical operations manager,1,field medical operations,manager,"(data governance, 48)",data governance,48.0
1664,etl/metadata architect,1,etl metadata architect,,"(data, 90)",data,90.0
1665,etl developer – enterprise data services,1,etl developer enterprise data services,,"(data services, 90)",data services,90.0
1666,erp/process transformation,1,erp process transformation,,"(information governance, 60)",information governance,60.0
1667,equipe efficiency,1,equipe efficiency,,"(business intelligence, 47)",business intelligence,47.0
1668,entreprise architect,1,entreprise architect,,"(enterprise architect, 95)",enterprise architect,95.0
1669,enterprise supplier datapipeline owner,1,enterprise supplier datapipeline owner,,"(enterprise architect, 86)",enterprise architect,86.0
1670,enterprise remote access-citrix systems,1,enterprise remote access citrix systems,,"(enterprise architect, 86)",enterprise architect,86.0
1671,enterprise remote access,1,enterprise remote access,,"(enterprise architect, 68)",enterprise architect,68.0
1672,enterprise program manager,1,enterprise program,manager,"(enterprise architect, 67)",enterprise architect,67.0
1673,enterprise management,1,enterprise management,,"(data management, 76)",data management,76.0
1674,"enterprise information management operation lead, avp",1,enterprise information management operation lead,assistant vice president,"(information management, 90)",information management,90.0
1675,enterprise ddata capability manager,1,enterprise ddata capability,manager,"(data, 90)",data,90.0
1676,enterprise data quality strategy lead,1,enterprise data quality strategy lead,,"(data quality, 90)",data quality,90.0
1677,enterprise data governance analyst,1,enterprise data governance analyst,,"(data governance, 90)",data governance,90.0
1678,enterprise data champion,1,enterprise data champion,,"(data, 90)",data,90.0
1679,enterprise data | industry data standards,1,enterprise data industry data standards,,"(data standards, 90)",data standards,90.0
1680,enterprise data & lead analyst,1,enterprise data lead analyst,,"(data, 90)",data,90.0
1681,enterprise connectivity services,1,enterprise connectivity services,,"(data services, 86)",data services,86.0
1682,"enterprise architecture - strategy, architecture and innovation",1,enterprise architecture strategy architecture innovation,,"(architecture, 90)",architecture,90.0
1683,enterprise architecture,1,enterprise architecture,,"(enterprise architect, 93)",enterprise architect,93.0
1684,enterprise architect iii,1,enterprise architect iii,,"(enterprise architect, 95)",enterprise architect,95.0
1685,enterprise architect director,1,enterprise architect,director,"(enterprise architect, 100)",enterprise architect,100.0
1686,enterprise -- architecture group manager,1,enterprise architecture group,manager,"(architecture, 90)",architecture,90.0
1687,end-to-end process owner,1,process owner,,"(business intelligence process, 86)",business intelligence process,86.0
1688,"eim, strategy &amp; architecture lead",1,enterprise information management strategy amp architecture lead,,"(information management, 90)",information management,90.0
1689,eim program lead,1,enterprise information management program lead,,"(information management, 90)",information management,90.0
1690,eim manager,1,enterprise information management,manager,"(information management, 90)",information management,90.0
1691,edm manager,1,edm,manager,"(master data governance, 57)",master data governance,57.0
1692,edm director,1,edm,director,"(master data governance, 57)",master data governance,57.0
1693,ecm strategist,1,ecm strategist,,"(data, 45)",data,45.0
1694,echnical lead - actuarial data & systems,1,echnical lead actuarial data systems,,"(chief data officer, 86)",chief data officer,86.0
1695,dwh responsible,1,dwh responsible,,"(data warehouse, 48)",data warehouse,48.0
1696,dw manager,1,data warehouse,manager,"(data warehouse, 100)",data warehouse,100.0
1697,drg / pôle qualité de données risques,1,drg qualit donn risques,,"(data quality, 60)",data quality,60.0
1698,dq & dg manager,1,dq data governance,manager,"(data governance, 95)",data governance,95.0
1699,domain architect,1,domain architect,,"(information architect, 81)",information architect,81.0
1700,dnc – dhs/ocio/edmo,1,dnc dhs ocio edmo,,"(data protection officer, 43)",data protection officer,43.0
1701,ditg / architecture ditg,1,ditg architecture ditg,,"(architecture, 90)",architecture,90.0
1702,"directrice de la connaissance client et ""cdo"", elle est membre du comex",1,directrice connaissance client chief data officer membre comex,,"(chief data officer, 90)",chief data officer,90.0
1703,director/it compliance - loyalty one - canada,1,compliance loyalty one canada,director,"(data science, 50)",data science,50.0
1704,"director, worldwide medical reporting and insights lead",1,worldwide medical reporting insights lead,director,"(decision support, 43)",decision support,43.0
1705,"director, tech integrations it",1,tech integrations,director,"(chief information officer, 52)",chief information officer,52.0
1706,"director, senior software architect",1,software architect,director senior,"(architecture, 77)",architecture,77.0
1707,"director, sales data & analytics",1,sales data analytics,director,"(data, 90)",data,90.0
1708,"director, project management global data, insight & analytics",1,project management global data insight analytics,director,"(analytics, 90)",analytics,90.0
1709,"director, program management",1,program management,director,"(identity & access management, 86)",identity & access management,86.0
1710,"director, policy, architecture and governance",1,policy architecture governance,director,"(architecture, 90)",architecture,90.0
1711,"director, oracle merchandising",1,oracle merchandising,director,"(decision support, 48)",decision support,48.0
1712,"director, market data sourcing, corporate center",1,market data sourcing corporate center,director,"(chief data officer, 86)",chief data officer,86.0
1713,"director, makreitng information services",1,makreitng information services,director,"(data services, 86)",data services,86.0
1714,"director, it data services / integrations",1,data services integrations,director,"(data, 90)",data,90.0
1715,"director, it audit of enterprise risk and assurance services",1,audit enterprise risk assurance services,director,"(data services, 86)",data services,86.0
1716,"director, international office of general counsel",1,international office general counsel,director,"(chief information officer, 56)",chief information officer,56.0
1717,"director, information governance",1,information governance,director,"(information governance, 100)",information governance,100.0
1718,"director, information architecture",1,information architecture,director,"(information architect, 93)",information architect,93.0
1719,"director, information and integration architecture",1,information integration architecture,director,"(architecture, 90)",architecture,90.0
1720,"director, informatics (soon to be cdo)",1,informatics soon chief data officer,director,"(chief data officer, 90)",chief data officer,90.0
1721,"director, head of data management, us",1,data management us,director head,"(data management, 95)",data management,95.0
1722,"director, forensic technology",1,forensic technology,director,"(information architect, 40)",information architect,40.0
1723,"director, fixed income risk management services",1,fixed income risk management services,director,"(data management, 86)",data management,86.0
1724,"director, fixed income risk",1,fixed income risk,director,"(chief data officer, 46)",chief data officer,46.0
1725,"director, financial system solutions",1,financial system solutions,director,"(data analyst, 52)",data analyst,52.0
1726,"director, enterprise information governance",1,enterprise information governance,director,"(information governance, 90)",information governance,90.0
1727,"director, enterprise data stewardship",1,enterprise data stewardship,director,"(data, 90)",data,90.0
1728,"director, enterprise data governance",1,enterprise data governance,director,"(data, 90)",data,90.0
1729,"director, enterprise applications",1,enterprise applications,director,"(enterprise architect, 70)",enterprise architect,70.0
1730,"director, enterprise application development",1,enterprise application development,director,"(enterprise architect, 86)",enterprise architect,86.0
1731,"director, electronic algorithms & kinetic modeling",1,electronic algorithms kinetic modeling,director,"(customer intelligence, 43)",customer intelligence,43.0
1732,"director, edw",1,edw,director,"(data stewardship, 60)",data stewardship,60.0
1733,"director, dhs lexicon program / dhs lexicographer",1,dhs lexicon program dhs lexicographer,director,"(decision support, 45)",decision support,45.0
1734,"director, design & development",1,design development,director,"(decision support, 47)",decision support,47.0
1735,"director, data scientist, r&d team",1,data scientist team,director,"(data scientist, 95)",data scientist,95.0
1736,"director, data quality & disclosure",1,data quality disclosure,director,"(data, 90)",data,90.0
1737,"director, data analytics and reporting",1,data analytics reporting,director,"(data, 90)",data,90.0
1738,"director, cybersecurity",1,cybersecurity,director,"(identity & access management, 46)",identity & access management,46.0
1739,"director, customer allignment",1,customer allignment,director,"(customer intelligence, 75)",customer intelligence,75.0
1740,"director, computer compliance and validation",1,computer compliance validation,director,"(data, 68)",data,68.0
1741,"director, compliance & operational risk control",1,compliance operational risk control,director,"(information architect, 51)",information architect,51.0
1742,"director, commercial contracts at inc research",1,commercial contracts inc research,director,"(data science, 52)",data science,52.0
1743,"director, clinical innovation - co-chair of dg cousel",1,clinical innovation co chair data governance cousel,director,"(data governance, 90)",data governance,90.0
1744,"director, capital markets research, moody's analytic",1,capital markets research moody analytic,director,"(analytics, 85)",analytics,85.0
1745,"director, business intelligence solutions",1,business intelligence solutions,director,"(business intelligence, 95)",business intelligence,95.0
1746,"director, business information delivery/data governance",1,business information delivery data governance,director,"(data governance, 90)",data governance,90.0
1747,"director, business analytics & client data",1,business analytics client data,director,"(data, 90)",data,90.0
1748,"director, business analyst administration",1,business analyst administration,director,"(data analyst, 86)",data analyst,86.0
1749,"director, application development- data services",1,application development data services,director,"(data services, 90)",data services,90.0
1750,director	 enterprise quality,1,enterprise quality,director,"(data quality, 86)",data quality,86.0
1751,director	 data architecture,1,data architecture,director,"(data architecture, 100)",data architecture,100.0
1752,director	 business development,1,business development,director,"(business intelligence competency center, 86)",business intelligence competency center,86.0
1753,director technical architecture,1,technical architecture,director,"(architecture, 90)",architecture,90.0
1754,director risk management,1,risk management,director,"(customer data management, 86)",customer data management,86.0
1755,director reporting,1,reporting,director,"(information management, 50)",information management,50.0
1756,director regulatory compliance,1,regulatory compliance,director,"(customer intelligence, 48)",customer intelligence,48.0
1757,director program management,1,program management,director,"(identity & access management, 86)",identity & access management,86.0
1758,director of valuations & fixed income,1,valuations fixed income,director,"(information architect, 52)",information architect,52.0
1759,director of technology,1,technology,director,"(data protection officer, 45)",data protection officer,45.0
1760,director of marketing research,1,marketing research,director,"(information architect, 51)",information architect,51.0
1761,director of infrastructure operations,1,infrastructure operations,director,"(information architect, 54)",information architect,54.0
1762,director of information technology,1,information technology,director,"(information architect, 70)",information architect,70.0
1763,director of information security,1,information security,director,"(information architect, 73)",information architect,73.0
1764,director of information & technology services,1,information technology services,director,"(data services, 86)",data services,86.0
1765,"director of informatics, pharmaceutical development",1,informatics pharmaceutical development,director,"(information management, 60)",information management,60.0
1766,director of industry liaison,1,industry liaison,director,"(data, 45)",data,45.0
1767,director of financial transformation,1,financial transformation,director,"(information governance, 62)",information governance,62.0
1768,director of enterprise data warehouse,1,enterprise data warehouse,director,"(data, 90)",data,90.0
1769,director of enterprise data governance,1,enterprise data governance,director,"(data, 90)",data,90.0
1770,director of data strategy,1,data strategy,director,"(data, 90)",data,90.0
1771,director of data management (in it),1,data management,director,"(data management, 100)",data management,100.0
1772,director of data governance,1,data governance,director,"(data governance, 100)",data governance,100.0
1773,director of cross reference services,1,cross reference services,director,"(data services, 86)",data services,86.0
1774,director of channel hub integraiton,1,channel hub integraiton,director,"(information architect, 48)",information architect,48.0
1775,director of bit administration - procurement,1,bit administration procurement,director,"(information management, 54)",information management,54.0
1776,director of administrative application development,1,application development,director administrative,"(information management, 53)",information management,53.0
1777,director muti divisions ar2,1,muti divisions,director,"(decision support, 57)",decision support,57.0
1778,director information management,1,information management,director,"(information management, 100)",information management,100.0
1779,director information intelligence services,1,information intelligence services,director,"(customer intelligence, 86)",customer intelligence,86.0
1780,director him,1,,director,,,0.0
1781,director foundation data,1,foundation data,director,"(data, 90)",data,90.0
1782,director fo bi / data governance,1,fo business intelligence data governance,director,"(data governance, 90)",data governance,90.0
1783,director financial data,1,financial data,director,"(data, 90)",data,90.0
1784,director enterprise master data architecture,1,enterprise master data architecture,director,"(architecture, 90)",architecture,90.0
1785,director enterprise information architect,1,enterprise information architect,director,"(information architect, 90)",information architect,90.0
1786,director enterprise data mgmt,1,enterprise data mgmt,director,"(data, 90)",data,90.0
1787,director eim,1,enterprise information management,director,"(information management, 90)",information management,90.0
1788,"director data strategy, marketing operations & big data analytics",1,data strategy marketing operations big data analytics,director,"(analytics, 90)",analytics,90.0
1789,"director data stewardship, data strategy & operations",1,data stewardship data strategy operations,director,"(data stewardship, 90)",data stewardship,90.0
1790,"director data governance and management, global bu",1,data governance management global,director,"(data governance, 90)",data governance,90.0
1791,director corporate development and m&a,1,corporate development,director,"(customer data management, 49)",customer data management,49.0
1792,director corporate compliance,1,corporate compliance,director,"(data science, 50)",data science,50.0
1793,director client data it,1,client data,director,"(data, 90)",data,90.0
1794,director and data governance change lead,1,data governance change lead,director,"(data, 90)",data,90.0
1795,director ace,1,ace,director,"(customer intelligence, 60)",customer intelligence,60.0
1796,director - strategic platform,1,strategic platform,director,"(data, 45)",data,45.0
1797,director - software engineering,1,software engineering,director,"(data management, 46)",data management,46.0
1798,director - senior software architect,1,software architect,director senior,"(architecture, 77)",architecture,77.0
1799,director - senior product strategist,1,product strategist,director senior,"(data scientist, 50)",data scientist,50.0
1800,director - research client analytics,1,research client analytics,director,"(analytics, 90)",analytics,90.0
1801,director - product security master | mdm for fixed income,1,product security master master data fixed income,director manager,"(chief data officer, 86)",chief data officer,86.0
1802,director - financial services - cio advisory,1,financial services chief investment officer advisory,director,"(chief data officer, 86)",chief data officer,86.0
1803,"director - enterprise services, analytics coe and strategy",1,enterprise services analytics coe strategy,director,"(analytics, 90)",analytics,90.0
1804,director - enterprise information architecture,1,enterprise information architecture,director,"(information architect, 90)",information architect,90.0
1805,director - eim solution engineering,1,enterprise information management solution engineering,director,"(information management, 90)",information management,90.0
1806,director – data governance & enterprise content management (ecm),1,data governance enterprise content management ecm,director,"(data governance, 90)",data governance,90.0
