,leadid,title,eloquascorecard,title_split,temp,temp_level,temp_title,temp_score
22747,00Q2000000kzaeL,"senior director, database architecture",D4,senior director database architecture,"(director, database, 40)",director,database,40
22748,00Q2000000kzaeM,"senior director, digital analytics and optimization",D4,senior director digital analytics and optimization,"(director, analytics, 85)",director,analytics,85
22749,00Q2000000kzaeN,"senior director, engineering - data management",D4,senior director engineering data management,"(director, data management, 85)",director,data management,85
22750,00Q2000000kzaeP,"senior director, global business intelligence",D4,senior director global business intelligence,"(director, business intelligence, 85)",director,business intelligence,85
22751,00Q2000000kzaeS,"senior director, global product management, data center and orchestration",D4,senior director global product management data center and orchestration,"(director, data, 65)",director,data,65
22752,00Q2000000kzaeV,"senior director, production systems and enterprise data",D4,senior director production systems and enterprise data,"(director, enterprise data, 70)",director,enterprise data,70
22753,00Q2000000kzaea,"senior group manager, business intelligence",D4,senior group manager business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22754,00Q2000000kzaeb,"senior group manager, business intelligence and analytics",D4,senior group manager business intelligence and analytics,"(manager, analytics, 80)",manager,analytics,80
22755,00Q2000000kzaec,"senior group manager, enterprise business intelligence",D4,senior group manager enterprise business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22756,00Q2000000kzaee,senior it business analyst,D4,senior it business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
22757,00Q2000000kzahw,"team lead, databases",D4,team lead databases,"(manager, database, 38)",manager,database,38
22758,00Q2000000kzahx,"team lead, infrastructure governance group",D4,team lead infrastructure governance group,"(manager, governance, 68)",manager,governance,68
22759,00Q2000000kzahy,"team lead, itunes content data services",D4,team lead itunes content data services,"(manager, data services, 65)",manager,data services,65
22760,00Q2000000kzahz,"team lead, master data management - materials and services",D4,team lead master data management materials and services,"(manager, data management, 80)",manager,data management,80
22761,00Q2000000kzai0,"team lead, research and advanced analytics",D4,team lead research and advanced analytics,"(manager, analytics, 80)",manager,analytics,80
22762,00Q2000000kzai1,"team lead, senior oracle database administrator",D4,team lead senior oracle database administrator,"(manager, database, 38)",manager,database,38
22763,00Q2000000kzai2,"team lead, technical business intelligence",D4,team lead technical business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22764,00Q2000000kzai5,"team leader, data warehouse",D4,team leader data warehouse,"(manager, data warehouse, 75)",manager,data warehouse,75
22765,00Q2000000kzai7,technical data center group engineer,D4,technical data center group engineer,"(nan, data, 55)",,data,55
22766,00Q2000000kzai8,"technical lead, data engineering",D4,technical lead data engineering,"(manager, data engineer, 75)",manager,data engineer,75
22767,00Q2000000kzai9,"technical lead, data management",D4,technical lead data management,"(manager, data management, 80)",manager,data management,80
22768,00Q2000000kzaiA,"technical lead, database",D4,technical lead database,"(manager, database, 38)",manager,database,38
22769,00Q2000000kzaiB,"technical lead, database architect",D4,technical lead database architect,"(manager, database, 38)",manager,database,38
22770,00Q2000000kzaVY,enterprise business intelligence,D4,enterprise business intelligence,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
22771,00Q2000000kzaVb,enterprise data architect,C4,enterprise data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
22772,00Q2000000kzaVc,enterprise data architect - optum technology,D4,enterprise data architect optum technology,"(individual contributer, data architect, 65)",individual contributer,data architect,65
22773,00Q2000000kzaVe,enterprise data management architect,D4,enterprise data management architect,"(individual contributer, data management, 80)",individual contributer,data management,80
22774,00Q2000000kzaVf,enterprise data security project lead,D4,enterprise data security project lead,"(manager, enterprise data, 68)",manager,enterprise data,68
22775,00Q2000000kzaVg,enterprise data specialist,D4,enterprise data specialist,"(individual contributer, enterprise data, 63)",individual contributer,enterprise data,63
22776,00Q2000000kzaVh,enterprise data specialist,D4,enterprise data specialist,"(individual contributer, enterprise data, 63)",individual contributer,enterprise data,63
22777,00Q2000000kzaVi,enterprise data warehouse developer,D4,enterprise data warehouse developer,"(individual contributer, data warehouse, 70)",individual contributer,data warehouse,70
22778,00Q2000000kzaVj,enterprise group data storage specialist,D4,enterprise group data storage specialist,"(individual contributer, enterprise data, 63)",individual contributer,enterprise data,63
22779,00Q2000000kzaVk,enterprise information security- data loss prevention,D4,enterprise information security data loss prevention,"(nan, information enterprise data, 67)",,information enterprise data,67
22780,00Q2000000kzaVm,environmental data analyst,D4,environmental data analyst,"(nan, data, 55)",,data,55
22781,00Q2000000kzaVn,essn services and storage data analyst - enterprise group,D4,essn services and storage data analyst enterprise group,"(nan, data enterprise, 60)",,data enterprise,60
22782,00Q2000000kzaVo,"executive advisor, data architecture",D4,executive advisor data architecture,"(c-level, data architect, 80)",c-level,data architect,80
22783,00Q2000000kzaYt,"manager, data analytics",D4,manager data analytics,"(manager, analytics, 80)",manager,analytics,80
22784,00Q2000000kzaYu,"manager, data and analytics",D4,manager data and analytics,"(manager, analytics, 80)",manager,analytics,80
22785,00Q2000000kzaYv,"manager, data and analytics - optuminsight",D4,manager data and analytics optuminsight,"(manager, analytics, 80)",manager,analytics,80
22786,00Q2000000kzaYw,"manager, data and content operations",D4,manager data and content operations,"(manager, data operations, 68)",manager,data operations,68
22787,00Q2000000kzaYy,"manager, data and reporting assurance",D4,manager data and reporting assurance,"(manager, data reporting, 73)",manager,data reporting,73
22788,00Q2000000kzaYz,"manager, data and voice service management",D4,manager data and voice service management,"(manager, data, 63)",manager,data,63
22789,00Q2000000kzaZ0,"manager, data architecture",D4,manager data architecture,"(manager, data architect, 75)",manager,data architect,75
22790,00Q2000000kzaZ2,"manager, data center",D4,manager data center,"(manager, data, 63)",manager,data,63
22791,00Q2000000kzaZ5,"manager, data center",D4,manager data center,"(manager, data, 63)",manager,data,63
22792,00Q2000000kzaZ7,"manager, data center",D4,manager data center,"(manager, data, 63)",manager,data,63
22793,00Q2000000kzaZ8,"manager, data center",D4,manager data center,"(manager, data, 63)",manager,data,63
22794,00Q2000000kzaZ9,"manager, data center",D4,manager data center,"(manager, data, 63)",manager,data,63
22795,00Q2000000kzaZA,"manager, data center",D4,manager data center,"(manager, data, 63)",manager,data,63
22796,00Q2000000kzaZB,"manager, data center",D4,manager data center,"(manager, data, 63)",manager,data,63
22797,00Q2000000kzaZC,"manager, data center",D4,manager data center,"(manager, data, 63)",manager,data,63
22798,00Q2000000kzaZD,"manager, data center - newark",D4,manager data center newark,"(manager, data, 63)",manager,data,63
22799,00Q2000000kzaZE,"manager, data center and infrastructure support",D4,manager data center and infrastructure support,"(manager, data, 63)",manager,data,63
22800,00Q2000000kzaZF,"manager, data center it infrastructure",D4,manager data center it infrastructure,"(manager, data, 63)",manager,data,63
22801,00Q2000000kzaZG,"manager, data center it operations",D4,manager data center it operations,"(manager, operations data, 68)",manager,operations data,68
22802,00Q2000000kzaZH,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22803,00Q2000000kzaZI,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22804,00Q2000000kzaZJ,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22805,00Q2000000kzaZK,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22806,00Q2000000kzaZL,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22807,00Q2000000kzaZM,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22808,00Q2000000kzaZN,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22809,00Q2000000kzaZO,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22810,00Q2000000kzaZQ,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22811,00Q2000000kzaZR,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22812,00Q2000000kzaZS,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22813,00Q2000000kzaZT,"manager, data center operations",D4,manager data center operations,"(manager, operations data, 68)",manager,operations data,68
22814,00Q2000000kzaZW,snr data compliance manager at cancer research uk,D4,senior data compliance manager at cancer research uk,"(manager, compliance data, 73)",manager,compliance data,73
22815,00Q2000000kzaZY,"program manager, enterprise information delivery",D4,program manager enterprise information delivery,"(manager, information enterprise, 70)",manager,information enterprise,70
22816,00Q2000000kzaZZ,"manager, data governance",D4,manager data governance,"(manager, data governance, 95)",manager,data governance,95
22817,00Q2000000kzaZa,data governance and compliance manager,D4,data governance and compliance manager,"(manager, data governance, 95)",manager,data governance,95
22818,00Q2000000kzaZb,"manager, data intake solutions systems",D4,manager data intake solutions systems,"(manager, data, 63)",manager,data,63
22819,00Q2000000kzaZc,"manager, data integration (edw)",C4,manager data integration edw,"(manager, data, 63)",manager,data,63
22820,00Q2000000kzaZd,"manager, data integrity",D4,manager data integrity,"(manager, data, 63)",manager,data,63
22821,00Q2000000kzaZe,"manager, data intelligence - analytics and reporting",D4,manager data intelligence analytics and reporting,"(manager, analytics, 80)",manager,analytics,80
22822,00Q2000000kzaZf,"manager, data management - marketstar",D4,manager data management marketstar,"(manager, data management, 80)",manager,data management,80
22823,00Q2000000kzaZg,"manager, data management and analytics",D4,manager data management and analytics,"(manager, analytics, 80)",manager,analytics,80
22824,00Q2000000kzaZh,"manager, data management and analytics",D4,manager data management and analytics,"(manager, analytics, 80)",manager,analytics,80
22825,00Q2000000kzaZi,"manager, data management and business analyst",D4,manager data management and business analyst,"(manager, data management, 80)",manager,data management,80
22826,00Q2000000kzaZj,"manager, data management and client information delivery",D4,manager data management and client information delivery,"(manager, data management, 80)",manager,data management,80
22827,00Q2000000kzaZk,"manager, data management and reporting",D4,manager data management and reporting,"(manager, data management, 80)",manager,data management,80
22828,00Q2000000kzaZm,"manager, data management group",D4,manager data management group,"(manager, data management, 80)",manager,data management,80
22829,00Q2000000kzaZo,"manager, data management, global technology services and operations",D4,manager data management global technology services and operations,"(manager, data management, 80)",manager,data management,80
22830,00Q2000000kzaZr,"manager, data networks",D4,manager data networks,"(manager, data, 63)",manager,data,63
22831,00Q2000000kzaZs,"manager, data processes",D4,manager data processes,"(manager, data, 63)",manager,data,63
22832,00Q2000000kzaZy,"manager, data recovery",D4,manager data recovery,"(manager, data, 63)",manager,data,63
22833,00Q2000000kzaZz,"manager, data recovery operations",D4,manager data recovery operations,"(manager, operations data, 68)",manager,operations data,68
22834,00Q2000000kzaa0,"manager, data research and support",D4,manager data research and support,"(manager, data, 63)",manager,data,63
22835,00Q2000000kzaa1,"manager, data resource management technology",D4,manager data resource management technology,"(manager, data, 63)",manager,data,63
22836,00Q2000000kzaa2,"manager, data science and engineering",D4,manager data science and engineering,"(manager, data science, 75)",manager,data science,75
22837,00Q2000000kzaa4,"manager, data services",D4,manager data services,"(manager, data services, 65)",manager,data services,65
22838,00Q2000000kzaa5,"manager, data solutions",D4,manager data solutions,"(manager, data, 63)",manager,data,63
22839,00Q2000000kzaa6,"manager, data systems",D4,manager data systems,"(manager, data, 63)",manager,data,63
22840,00Q2000000kzaa7,"manager, data systems department",D4,manager data systems department,"(manager, data, 63)",manager,data,63
22841,00Q2000000kzaa8,"manager, data visualization",D4,manager data visualization,"(manager, data, 63)",manager,data,63
22842,00Q2000000kzaa9,"manager, data warehouse",D4,manager data warehouse,"(manager, data warehouse, 75)",manager,data warehouse,75
22843,00Q2000000kzaaA,"manager, data warehouse",D4,manager data warehouse,"(manager, data warehouse, 75)",manager,data warehouse,75
22844,00Q2000000kzaaB,"manager, data warehouse",D4,manager data warehouse,"(manager, data warehouse, 75)",manager,data warehouse,75
22845,00Q2000000kzaaE,"manager, data warehouse and bi",D4,manager data warehouse and business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22846,00Q2000000kzaaF,"manager, data warehouse and business intelligence strategy",D4,manager data warehouse and business intelligence strategy,"(manager, business intelligence, 80)",manager,business intelligence,80
22847,00Q2000000kzaaG,"manager, data warehouse and risk management",D4,manager data warehouse and risk management,"(manager, data warehouse, 75)",manager,data warehouse,75
22848,00Q2000000kzaaH,"manager, data warehouse architecture and development",D4,manager data warehouse architecture and development,"(manager, data warehouse, 75)",manager,data warehouse,75
22849,00Q2000000kzaaI,"manager, data warehouse competency",D4,manager data warehouse competency,"(manager, data warehouse, 75)",manager,data warehouse,75
22850,00Q2000000kzaaJ,"manager, data warehouse implementation",D4,manager data warehouse implementation,"(manager, data warehouse, 75)",manager,data warehouse,75
22851,00Q2000000kzaaK,"manager, data warehouse platform",D4,manager data warehouse platform,"(manager, data warehouse, 75)",manager,data warehouse,75
22852,00Q2000000kzaaL,"manager, data warehousing and business intelligence",D4,manager data warehousing and business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22853,00Q2000000kzaaM,"manager, database",D4,manager database,"(manager, database, 38)",manager,database,38
22854,00Q2000000kzaaN,"manager, database",D4,manager database,"(manager, database, 38)",manager,database,38
22855,00Q2000000kzaaO,"manager, database",D4,manager database,"(manager, database, 38)",manager,database,38
22856,00Q2000000kzaaP,"manager, database development",D4,manager database development,"(manager, database, 38)",manager,database,38
22857,00Q2000000kzaaQ,"manager, database management",D4,manager database management,"(manager, database, 38)",manager,database,38
22858,00Q2000000kzaaR,"manager, database management - development and production support",D4,manager database management development and production support,"(manager, database, 38)",manager,database,38
22859,00Q2000000kzaeg,senior it business analyst,D4,senior it business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
22860,00Q2000000kzaeh,senior it business analyst,D4,senior it business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
22861,00Q2000000kzaei,senior it business analyst,D4,senior it business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
22862,00Q2000000kzaej,senior it business analyst,D4,senior it business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
22863,00Q2000000kzaek,senior it business analyst,D4,senior it business analyst,"(individual contributer, business analyst, 60)",individual contributer,business analyst,60
22864,00Q2000000kzael,senior it business systems analyst and business analyst practice lead,D4,senior it business systems analyst and business analyst practice lead,"(manager, business analyst, 65)",manager,business analyst,65
22865,00Q2000000kzaem,senior it data analyst,,senior it data analyst,"(individual contributer, data, 58)",individual contributer,data,58
22866,00Q2000000kzaen,senior it data analytics analyst,D4,senior it data analytics analyst,"(individual contributer, analytics, 70)",individual contributer,analytics,70
22867,00Q2000000kzaeo,senior it database architect,D4,senior it database architect,"(individual contributer, database, 33)",individual contributer,database,33
22868,00Q2000000kzaep,senior it supervisor - global data center facilities and management team,D4,senior it supervisor global data center facilities and management team,"(individual contributer, data, 58)",individual contributer,data,58
22869,00Q2000000kzaeq,"senior manager, advanced analytics",D4,senior manager advanced analytics,"(manager, analytics, 80)",manager,analytics,80
22870,00Q2000000kzaes,"senior manager, analytics",D4,senior manager analytics,"(manager, analytics, 80)",manager,analytics,80
22871,00Q2000000kzaeu,"senior manager, application governance - home loans and insurance technology",D4,senior manager application governance home loans and insurance technology,"(manager, governance, 68)",manager,governance,68
22872,00Q2000000kzaev,"senior manager, business intelligence",D4,senior manager business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22873,00Q2000000kzaew,"senior manager, business intelligence",D4,senior manager business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22874,00Q2000000kzaex,"senior manager, business intelligence",D4,senior manager business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22875,00Q2000000kzaey,"senior manager, business intelligence",D4,senior manager business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22876,00Q2000000kzaez,"senior manager, business intelligence",D4,senior manager business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22877,00Q2000000kzaf0,"senior manager, business intelligence",D4,senior manager business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22878,00Q2000000kzaf6,"senior manager, business intelligence and reporting",D4,senior manager business intelligence and reporting,"(manager, business intelligence, 80)",manager,business intelligence,80
22879,00Q2000000kzaf7,"senior manager, business intelligence development",D4,senior manager business intelligence development,"(manager, business intelligence, 80)",manager,business intelligence,80
22880,00Q2000000kzaf8,"senior manager, business intelligence portfolio",D4,senior manager business intelligence portfolio,"(manager, business intelligence, 80)",manager,business intelligence,80
22881,00Q2000000kzaiD,"technical project manager, database specialist",D4,technical project manager database specialist,"(manager, database, 38)",manager,database,38
22882,00Q2000000kzaiH,teradata database administrator,D4,teradata database administrator,"(nan, database data, 35)",,database data,35
22883,00Q2000000kzaiI,value creation data scientist,D4,value creation data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22884,00Q2000000kzaiQ,"vice president and manager, data protection",D4,vice president and manager data protection,"(vp, data protection, 78)",vp,data protection,78
22885,00Q2000000kzaiS,"vice president and senior change manager - technology infrastructure, global data center program pmo",D4,vice president and senior change manager technology infrastructure global data center program project management office,"(vp, data, 68)",vp,data,68
22886,00Q2000000kzaiU,vice president of data management,D4,vice president of data management,"(vp, data management, 85)",vp,data management,85
22887,00Q2000000kzaiV,"vice president, advanced analytics",D4,vice president advanced analytics,"(vp, analytics, 90)",vp,analytics,90
22888,00Q2000000kzaiW,"vice president, advanced consumer analytics",D4,vice president advanced consumer analytics,"(vp, analytics, 90)",vp,analytics,90
22889,00Q2000000kzaiY,"vice president, application data architect",D4,vice president application data architect,"(vp, data architect, 80)",vp,data architect,80
22890,00Q2000000kzaia,"vice president, big data",D4,vice president big data,"(vp, big data, 73)",vp,big data,73
22891,00Q2000000kzaQX,analyst iv - information logistics management,D4,analyst iv information logistics management,"(nan, information, 57)",,information,57
22892,00Q2000000qiZry,senior customer data manager,D4,senior customer data manager,"(manager, data manager, 80)",manager,data manager,80
22893,00Q2000000qiZtQ,business intelligence lead,D4,business intelligence lead,"(manager, business intelligence, 80)",manager,business intelligence,80
22894,00Q2000000qiZtu,online business analytics manager,D4,online business analytics manager,"(manager, analytics, 80)",manager,analytics,80
22895,00Q2000000kzaaS,"manager, database marketing",D4,manager database marketing,"(manager, database, 38)",manager,database,38
22896,00Q2000000kzaaU,"manager, databases",D4,manager databases,"(manager, database, 38)",manager,database,38
22897,00Q2000000kzaaV,"manager, databases",D4,manager databases,"(manager, database, 38)",manager,database,38
22898,00Q2000000kzaaW,"manager, datasite technology services",D4,manager datasite technology services,"(manager, data, 63)",manager,data,63
22899,00Q2000000kzaaX,"manager, digital analytics",D4,manager digital analytics,"(manager, analytics, 80)",manager,analytics,80
22900,00Q2000000kzaaY,"manager, digital analytics and senior data scientist",D4,manager digital analytics and senior data scientist,"(manager, analytics, 80)",manager,analytics,80
22901,00Q2000000kzaaZ,"manager, digital marketing analytics",D4,manager digital marketing analytics,"(manager, analytics, 80)",manager,analytics,80
22902,00Q2000000kzaaa,"manager, direct marketing analytics",D4,manager direct marketing analytics,"(director, analytics, 85)",director,analytics,85
22903,00Q2000000kzaab,"manager, direct marketing analytics",D4,manager direct marketing analytics,"(director, analytics, 85)",director,analytics,85
22904,00Q2000000kzaac,"manager, ecommerce data intelligence",D4,manager ecommerce data intelligence,"(manager, data, 63)",manager,data,63
22905,00Q2000000kzaad,"manager, enterprise business analytics",D4,manager enterprise business analytics,"(manager, analytics, 80)",manager,analytics,80
22906,00Q2000000kzaae,"manager, enterprise data governance",D4,manager enterprise data governance,"(manager, data governance, 95)",manager,data governance,95
22907,00Q2000000kzaaf,"manager, enterprise data integration",D4,manager enterprise data integration,"(manager, enterprise data, 68)",manager,enterprise data,68
22908,00Q2000000kzaag,"manager, enterprise data management",C4,manager enterprise data management,"(manager, data management, 80)",manager,data management,80
22909,00Q2000000kzaah,"manager, enterprise data management platforms",C4,manager enterprise data management platforms,"(manager, data management, 80)",manager,data management,80
22910,00Q2000000kzaai,"manager, enterprise data revenue project",D4,manager enterprise data revenue project,"(manager, enterprise data, 68)",manager,enterprise data,68
22911,00Q2000000kzaaj,"manager, enterprise data security",D4,manager enterprise data security,"(manager, enterprise data, 68)",manager,enterprise data,68
22912,00Q2000000kzaal,"manager, financial data and systems",D4,manager financial data and systems,"(manager, data, 63)",manager,data,63
22913,00Q2000000kzaam,"manager, global data management solutions/products (big data and analytics)",D4,manager global data management solutions products big data and analytics,"(manager, analytics, 80)",manager,analytics,80
22914,00Q2000000kzaaq,"manager, global qc, data management systems and business relationship",D4,manager global qc data management systems and business relationship,"(manager, data management, 80)",manager,data management,80
22915,00Q2000000kzaar,"manager, governance and compliance",D4,manager governance and compliance,"(manager, governance compliance, 78)",manager,governance compliance,78
22916,00Q2000000kzaas,"manager, graphics and database administrator",D4,manager graphics and database administrator,"(manager, database, 38)",manager,database,38
22917,00Q2000000kzaat,"manager, group risk analytics",D4,manager group risk analytics,"(manager, analytics, 80)",manager,analytics,80
22918,00Q2000000kzaav,"manager, hr analytics and technology",D4,manager hr analytics and technology,"(manager, analytics, 80)",manager,analytics,80
22919,00Q2000000kzaax,"manager, hr operations - data management and data quality",D4,manager hr operations data management and data quality,"(manager, data management, 80)",manager,data management,80
22920,00Q2000000kzaay,"manager, hr systems, reporting, and analytics",D4,manager hr systems reporting and analytics,"(manager, analytics, 80)",manager,analytics,80
22921,00Q2000000kzaaz,"manager, human resources data management",D4,manager human resources data management,"(manager, data management, 80)",manager,data management,80
22922,00Q2000000kzab0,"manager, icloud database administration",D4,manager icloud database administration,"(manager, database, 38)",manager,database,38
22923,00Q2000000kzab1,"manager, information and data solution - upstream it and is finance",D4,manager information and data solution upstream it and is finance,"(manager, information data, 70)",manager,information data,70
22924,00Q2000000kzab2,"manager, information management and business intelligence",D4,manager information management and business intelligence,"(manager, information management, 80)",manager,information management,80
22925,00Q2000000kzab3,"manager, is database administration",D4,manager is database administration,"(manager, database, 38)",manager,database,38
22926,00Q2000000kzab4,"manager, it and senior business analyst",C4,manager it and senior business analyst,"(manager, business analyst, 65)",manager,business analyst,65
22927,00Q2000000kzab5,"manager, it big data services",D4,manager it big data services,"(manager, data services, 65)",manager,data services,65
22928,00Q2000000kzab7,"manager, it business intelligence",D4,manager it business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
22929,00Q2000000kzaQY,data management architect,D4,data management architect,"(individual contributer, data management, 80)",individual contributer,data management,80
22930,00Q2000000kzaQb,data management lead - mainecare mmis,D4,data management lead mainecare mmis,"(manager, data management, 80)",manager,data management,80
22931,00Q2000000kzaQc,data managment coordinator,D4,data managment coordinator,"(nan, data, 55)",,data,55
22932,00Q2000000kzaQd,data modeler,D4,data modeler,"(nan, data, 55)",,data,55
22933,00Q2000000kzaQe,data modeler iii,D4,data modeler iii,"(nan, data, 55)",,data,55
22934,00Q2000000kzaQf,data quality specialist,D4,data quality specialist,"(individual contributer, data quality, 60)",individual contributer,data quality,60
22935,00Q2000000kzaQg,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22936,00Q2000000kzaQi,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22937,00Q2000000kzaQj,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22938,00Q2000000kzaQk,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22939,00Q2000000kzaQl,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22940,00Q2000000kzaQm,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22941,00Q2000000kzaQo,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22942,00Q2000000kzaQp,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22943,00Q2000000kzaQq,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22944,00Q2000000kzaQr,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22945,00Q2000000kzaQs,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22946,00Q2000000kzaQt,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22947,00Q2000000kzaQu,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22948,00Q2000000kzaQv,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22949,00Q2000000kzaQw,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22950,00Q2000000kzaQx,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22951,00Q2000000kzaQz,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22952,00Q2000000kzaR0,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22953,00Q2000000kzaR2,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22954,00Q2000000kzaR3,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22955,00Q2000000kzaR6,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22956,00Q2000000kzaR8,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22957,00Q2000000kzaRF,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22958,00Q2000000kzaRG,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22959,00Q2000000kzaRH,data scientist - data analytics auditor,D4,data scientist data analytics auditor,"(individual contributer, analytics, 70)",individual contributer,analytics,70
22960,00Q2000000kzaRI,data scientist - lawrence livermore national laboratory,D4,data scientist lawrence livermore national laboratory,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22961,00Q2000000kzaRJ,data scientist and information solution architect,D4,data scientist and information solution architect,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22962,00Q2000000kzaRL,"data scientist, applied analytics",D4,data scientist applied analytics,"(individual contributer, analytics, 70)",individual contributer,analytics,70
22963,00Q2000000kzaRN,"data scientist, global digital commerce",D4,data scientist global digital commerce,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
22964,00Q2000000kzaRO,"data scientist, global predictive analytics",D4,data scientist global predictive analytics,"(individual contributer, analytics, 70)",individual contributer,analytics,70
22965,00Q2000000kzaRP,"data scientist, healthcare analytics",D4,data scientist healthcare analytics,"(individual contributer, analytics, 70)",individual contributer,analytics,70
22966,00Q2000000kzaRR,data security analyst,D4,data security analyst,"(nan, data, 55)",,data,55
22967,00Q2000000kzaRS,data security analyst,D4,data security analyst,"(nan, data, 55)",,data,55
22968,00Q2000000kzaRT,data security analyst,D4,data security analyst,"(nan, data, 55)",,data,55
22969,00Q2000000kzaRU,data services practice lead,D4,data services practice lead,"(manager, data services, 65)",manager,data services,65
22970,00Q2000000kzaRV,data storage administrator,D4,data storage administrator,"(nan, data, 55)",,data,55
22971,00Q2000000kzaRW,"data storage architect, storage firmware architect and storage firmware engineer",D4,data storage architect storage firmware architect and storage firmware engineer,"(nan, data, 55)",,data,55
22972,00Q2000000qKwJa,director of quality & regulatory,D4,director of quality regulatory,"(director, nan, 60)",director,,60
22973,00Q2000000qKwKE,"sr manager, it",D4,senior manager it,"(manager, nan, 58)",manager,,58
22974,00Q2000000qKwLH,project analyst,D4,project analyst,"(individual contributer, nan, 53)",individual contributer,,53
22975,00Q2000000qiZsS,data science manager,D4,data science manager,"(manager, data science, 75)",manager,data science,75
22976,00Q2000000kzaVq,"executive director, business intelligence",D4,executive director business intelligence,"(c-level, business intelligence, 85)",c-level,business intelligence,85
22977,00Q2000000kzaVr,"executive director, communication systems and data centers",D4,executive director communication systems and data centers,"(c-level, data, 70)",c-level,data,70
